Company,Date,PreviousDate,TFIDF_Change
EOG Resources,2026-08-23,2026-08-22,0.06201394440601071
EOG Resources,2026-08-24,2026-08-23,0.06475304716599695
EOG Resources,2026-08-25,2026-08-24,0.06686162347968305
EOG Resources,2026-08-26,2026-08-25,0.054210948122660585
EOG Resources,2026-08-27,2026-08-26,0.0577243053861497
EOG Resources,2026-08-28,2026-08-27,0.05600085037549207
Edwards Lifesciences,2026-07-16,2026-07-15,0.19013981264947666
Edwards Lifesciences,2026-07-17,2026-07-16,0.1281546198347152
Edwards Lifesciences,2026-07-18,2026-07-17,0.1329544468275381
Edwards Lifesciences,2026-07-19,2026-07-18,0.174580563834284
Edwards Lifesciences,2026-07-20,2026-07-19,0.17048645752862734
Edwards Lifesciences,2026-07-21,2026-07-20,0.0929766573581331
Edwards Lifesciences,2026-07-22,2026-07-21,0.1577410405993892
Edwards Lifesciences,2026-07-23,2026-07-22,0.12989446782878733
Edwards Lifesciences,2026-07-24,2026-07-23,0.09671540208018714
Edwards Lifesciences,2026-07-25,2026-07-24,0.08636989267790773
Edwards Lifesciences,2026-07-26,2026-07-25,0.08014774966670346
Edwards Lifesciences,2026-07-27,2026-07-26,0.07247480726202071
Edwards Lifesciences,2026-07-28,2026-07-27,0.09640292344094226
Edwards Lifesciences,2026-07-29,2026-07-28,0.08796140538180675
Edwards Lifesciences,2026-07-30,2026-07-29,0.07712680204217925
Edwards Lifesciences,2026-07-31,2026-07-30,0.07541581907577266
Edwards Lifesciences,2026-08-01,2026-07-31,0.08348435563048529
Edwards Lifesciences,2026-08-02,2026-08-01,0.0779629774638314
Edwards Lifesciences,2026-08-03,2026-08-02,0.07824682794715376
Edwards Lifesciences,2026-08-04,2026-08-03,0.09240653023275991
Edwards Lifesciences,2026-08-05,2026-08-04,0.08427596841656426
Edwards Lifesciences,2026-08-06,2026-08-05,0.07494552032943214
Edwards Lifesciences,2026-08-07,2026-08-06,0.08524331541056462
Edwards Lifesciences,2026-08-08,2026-08-07,0.07764291742178853
Edwards Lifesciences,2026-08-09,2026-08-08,0.0720203845395323
Edwards Lifesciences,2026-08-10,2026-08-09,0.0821389734615603
Edwards Lifesciences,2026-08-11,2026-08-10,0.07969262353736961
Edwards Lifesciences,2026-08-12,2026-08-11,0.09081226642074292
Edwards Lifesciences,2026-08-13,2026-08-12,0.0761685803356037
Edwards Lifesciences,2026-08-14,2026-08-13,0.07076374832581156
Edwards Lifesciences,2026-08-15,2026-08-14,0.0723425876295043
Edwards Lifesciences,2026-08-16,2026-08-15,0.08835555007994522
Edwards Lifesciences,2026-08-17,2026-08-16,0.07791017322792615
Edwards Lifesciences,2026-08-18,2026-08-17,0.07841247163250042
Edwards Lifesciences,2026-08-20,2026-08-18,0.08723719059852564
Edwards Lifesciences,2026-08-21,2026-08-20,0.0793847950749611
Edwards Lifesciences,2026-08-22,2026-08-21,0.09266758856274604
Edwards Lifesciences,2026-08-23,2026-08-22,0.09260148727582818
Edwards Lifesciences,2026-08-24,2026-08-23,0.07613281893909507
Edwards Lifesciences,2026-08-25,2026-08-24,0.08720026013078308
Edwards Lifesciences,2026-08-26,2026-08-25,0.08164029448251475
Edwards Lifesciences,2026-08-27,2026-08-26,0.07318633441570943
Edwards Lifesciences,2026-08-28,2026-08-27,0.07846069325057636
Electronic Arts,2026-07-16,2026-07-15,0.1363806993882123
Electronic Arts,2026-07-17,2026-07-16,0.13198369003908916
Electronic Arts,2026-07-18,2026-07-17,0.10275107618160895
Electronic Arts,2026-07-19,2026-07-18,0.06719747784696384
Electronic Arts,2026-07-20,2026-07-19,0.06999620331706802
Electronic Arts,2026-07-21,2026-07-20,0.07718417257101973
Electronic Arts,2026-07-22,2026-07-21,0.20650048978585267
Electronic Arts,2026-07-23,2026-07-22,0.20712818317228832
Electronic Arts,2026-07-24,2026-07-23,0.09321922089284052
Electronic Arts,2026-07-25,2026-07-24,0.08102763779495259
Electronic Arts,2026-07-26,2026-07-25,0.06133445102077095
Electronic Arts,2026-07-27,2026-07-26,0.06287935055757998
Electronic Arts,2026-07-28,2026-07-27,0.05901426515088504
Electronic Arts,2026-07-29,2026-07-28,0.06044870095307475
Electronic Arts,2026-07-30,2026-07-29,0.06239683335152124
Electronic Arts,2026-07-31,2026-07-30,0.10602305687273517
Electronic Arts,2026-08-01,2026-07-31,0.08585748455983744
Electronic Arts,2026-08-02,2026-08-01,0.09237700099864654
Electronic Arts,2026-08-03,2026-08-02,0.09973335758140989
Electronic Arts,2026-08-04,2026-08-03,0.09719109383768232
Electronic Arts,2026-08-05,2026-08-04,0.07845866775300514
Electronic Arts,2026-08-06,2026-08-05,0.07913969593413417
Electronic Arts,2026-08-07,2026-08-06,0.07299161023011524
Electronic Arts,2026-08-08,2026-08-07,0.06646541832242925
Electronic Arts,2026-08-09,2026-08-08,0.06888930226698653
Electronic Arts,2026-08-10,2026-08-09,0.06920080312900667
Electronic Arts,2026-08-11,2026-08-10,0.0739823897233377
Electronic Arts,2026-08-12,2026-08-11,0.0601493617237111
Electronic Arts,2026-08-13,2026-08-12,0.11271639563006286
Electronic Arts,2026-08-14,2026-08-13,0.060224211540207406
Electronic Arts,2026-08-15,2026-08-14,0.057994671811525955
Electronic Arts,2026-08-16,2026-08-15,0.05519737548815318
Electronic Arts,2026-08-17,2026-08-16,0.05566164628991932
Electronic Arts,2026-08-18,2026-08-17,0.06272353003221098
Electronic Arts,2026-08-20,2026-08-18,0.06418289328534721
Electronic Arts,2026-08-21,2026-08-20,0.05865366558024787
Electronic Arts,2026-08-22,2026-08-21,0.050610441301077835
Electronic Arts,2026-08-23,2026-08-22,0.05756563603064202
Electronic Arts,2026-08-24,2026-08-23,0.05506512655098361
Electronic Arts,2026-08-25,2026-08-24,0.05609200768391409
Electronic Arts,2026-08-26,2026-08-25,0.05375543126672799
Electronic Arts,2026-08-27,2026-08-26,0.05847557006542792
Electronic Arts,2026-08-28,2026-08-27,0.05771868318176909
Expand Energy,2026-07-16,2026-07-15,0.14772524231002704
Expand Energy,2026-07-17,2026-07-16,0.17453387791820352
Expand Energy,2026-07-18,2026-07-17,0.1683445574585024
Expand Energy,2026-07-19,2026-07-18,0.15885925513387367
Expand Energy,2026-07-20,2026-07-19,0.154835649808873
Expand Energy,2026-07-21,2026-07-20,0.06959622465314852
Expand Energy,2026-07-22,2026-07-21,0.17691308288150065
Expand Energy,2026-07-23,2026-07-22,0.1933161148251068
Expand Energy,2026-07-24,2026-07-23,0.07689411031291471
Expand Energy,2026-07-25,2026-07-24,0.06373353858730091
Expand Energy,2026-07-26,2026-07-25,0.06824609564094553
Expand Energy,2026-07-27,2026-07-26,0.06484551183058762
Expand Energy,2026-07-28,2026-07-27,0.16008337546379925
Expand Energy,2026-07-29,2026-07-28,0.07948291421099463
Expand Energy,2026-07-30,2026-07-29,0.08476947419951686
Expand Energy,2026-07-31,2026-07-30,0.07342169544088217
Expand Energy,2026-08-01,2026-07-31,0.07292397290167407
Expand Energy,2026-08-02,2026-08-01,0.05633322984286404
Expand Energy,2026-08-03,2026-08-02,0.06060577505063258
Expand Energy,2026-08-04,2026-08-03,0.07511500316563491
Expand Energy,2026-08-05,2026-08-04,0.06374986499475643
Expand Energy,2026-08-06,2026-08-05,0.06468171148079682
Expand Energy,2026-08-07,2026-08-06,0.10355652135293392
Expand Energy,2026-08-08,2026-08-07,0.08104868525026188
Expand Energy,2026-08-09,2026-08-08,0.06965534800214146
Expand Energy,2026-08-10,2026-08-09,0.0716909391316678
Expand Energy,2026-08-11,2026-08-10,0.0664362257797193
Expand Energy,2026-08-12,2026-08-11,0.06581519838345973
Expand Energy,2026-08-13,2026-08-12,0.09084674111220592
Expand Energy,2026-08-14,2026-08-13,0.07753256304449796
Expand Energy,2026-08-15,2026-08-14,0.08055889238294534
Expand Energy,2026-08-16,2026-08-15,0.06473707463175549
Expand Energy,2026-08-17,2026-08-16,0.06854823366525753
Expand Energy,2026-08-18,2026-08-17,0.07306889532016891
Expand Energy,2026-08-20,2026-08-18,0.06901011946086788
Expand Energy,2026-08-21,2026-08-20,0.07655822648364918
Expand Energy,2026-08-22,2026-08-21,0.06502943815285933
Expand Energy,2026-08-23,2026-08-22,0.06759940582733481
Expand Energy,2026-08-24,2026-08-23,0.06168678245621151
Expand Energy,2026-08-25,2026-08-24,0.06777987998328583
Expand Energy,2026-08-26,2026-08-25,0.06350382829240309
Expand Energy,2026-08-27,2026-08-26,0.07058370245152434
Expand Energy,2026-08-28,2026-08-27,0.06927887643001551
GE HealthCare,2026-07-16,2026-07-15,0.09723841847582004
GE HealthCare,2026-07-17,2026-07-16,0.11128842099504532
GE HealthCare,2026-07-18,2026-07-17,0.11468790062100576
GE HealthCare,2026-07-19,2026-07-18,0.12482153048008737
GE HealthCare,2026-07-20,2026-07-19,0.1618928328081618
GE HealthCare,2026-07-21,2026-07-20,0.06758993346419995
GE HealthCare,2026-07-22,2026-07-21,0.18565105259131376
GE HealthCare,2026-07-23,2026-07-22,0.17250013206182935
GE HealthCare,2026-07-24,2026-07-23,0.07080466169555555
GE HealthCare,2026-07-25,2026-07-24,0.08439236205450262
GE HealthCare,2026-07-26,2026-07-25,0.05966389200437805
GE HealthCare,2026-07-27,2026-07-26,0.06632243947990935
GE HealthCare,2026-07-28,2026-07-27,0.06727274724545895
GE HealthCare,2026-07-29,2026-07-28,0.06838287583721259
GE HealthCare,2026-07-30,2026-07-29,0.09733127928424201
GE HealthCare,2026-07-31,2026-07-30,0.09042761075831407
GE HealthCare,2026-08-01,2026-07-31,0.07234612536088247
GE HealthCare,2026-08-02,2026-08-01,0.06915516654198195
GE HealthCare,2026-08-03,2026-08-02,0.07166821197885054
GE HealthCare,2026-08-04,2026-08-03,0.09329344744125312
GE HealthCare,2026-08-05,2026-08-04,0.07306604648370951
GE HealthCare,2026-08-06,2026-08-05,0.06887959723477355
GE HealthCare,2026-08-07,2026-08-06,0.06999441187534328
GE HealthCare,2026-08-08,2026-08-07,0.06663298263248851
GE HealthCare,2026-08-09,2026-08-08,0.06787603540023424
GE HealthCare,2026-08-10,2026-08-09,0.06742484897008649
GE HealthCare,2026-08-11,2026-08-10,0.06419847955697444
GE HealthCare,2026-08-12,2026-08-11,0.079814718698491
GE HealthCare,2026-08-13,2026-08-12,0.09396290178970623
GE HealthCare,2026-08-14,2026-08-13,0.09000862682430821
GE HealthCare,2026-08-15,2026-08-14,0.0660409974592917
GE HealthCare,2026-08-16,2026-08-15,0.06451831901630312
GE HealthCare,2026-08-17,2026-08-16,0.06996518530148099
GE HealthCare,2026-08-18,2026-08-17,0.07616799405166375
GE HealthCare,2026-08-20,2026-08-18,0.059609548584867444
GE HealthCare,2026-08-21,2026-08-20,0.07538799399453522
GE HealthCare,2026-08-22,2026-08-21,0.08664159829021334
GE HealthCare,2026-08-23,2026-08-22,0.06345674545055602
GE HealthCare,2026-08-24,2026-08-23,0.07064101707675408
GE HealthCare,2026-08-25,2026-08-24,0.07678852768027267
GE HealthCare,2026-08-26,2026-08-25,0.06809738283724942
GE HealthCare,2026-08-27,2026-08-26,0.06949493482539515
GE HealthCare,2026-08-28,2026-08-27,0.061644287200598114
General Mills,2026-07-16,2026-07-15,0.10387268921519377
General Mills,2026-07-17,2026-07-16,0.15699580962337267
General Mills,2026-07-18,2026-07-17,0.16192784901725354
General Mills,2026-07-19,2026-07-18,0.09443575458977915
General Mills,2026-07-20,2026-07-19,0.2143409018363016
General Mills,2026-07-21,2026-07-20,0.07580966044934978
General Mills,2026-07-22,2026-07-21,0.22739934796809724
General Mills,2026-07-23,2026-07-22,0.21937090567395612
General Mills,2026-07-24,2026-07-23,0.09329416539410718
General Mills,2026-07-25,2026-07-24,0.08848508233719621
General Mills,2026-07-26,2026-07-25,0.06448817056640399
General Mills,2026-07-27,2026-07-26,0.06610349844087848
General Mills,2026-07-28,2026-07-27,0.07822940179302906
General Mills,2026-07-29,2026-07-28,0.08294826945315859
General Mills,2026-07-30,2026-07-29,0.08337554605713415
General Mills,2026-07-31,2026-07-30,0.07624707420965693
General Mills,2026-08-01,2026-07-31,0.07223478144981854
General Mills,2026-08-02,2026-08-01,0.0727139601146537
General Mills,2026-08-03,2026-08-02,0.07941868626258108
General Mills,2026-08-04,2026-08-03,0.07749871786190277
General Mills,2026-08-05,2026-08-04,0.06702170786308304
General Mills,2026-08-06,2026-08-05,0.06598031875440413
General Mills,2026-08-07,2026-08-06,0.07311678795364407
General Mills,2026-08-08,2026-08-07,0.07641133631089203
General Mills,2026-08-09,2026-08-08,0.0790332793617583
General Mills,2026-08-10,2026-08-09,0.092113265518461
General Mills,2026-08-11,2026-08-10,0.07118283138209103
General Mills,2026-08-12,2026-08-11,0.0650697967426862
General Mills,2026-08-13,2026-08-12,0.066007317141487
General Mills,2026-08-14,2026-08-13,0.07994126075462582
General Mills,2026-08-15,2026-08-14,0.06377802430926971
General Mills,2026-08-16,2026-08-15,0.07275159115184504
General Mills,2026-08-17,2026-08-16,0.07907752167032878
General Mills,2026-08-18,2026-08-17,0.07743611397957006
General Mills,2026-08-20,2026-08-18,0.06342903651558374
General Mills,2026-08-21,2026-08-20,0.07865519041694358
General Mills,2026-08-22,2026-08-21,0.10901326543770717
General Mills,2026-08-23,2026-08-22,0.07628397879207649
General Mills,2026-08-24,2026-08-23,0.06346664191001727
General Mills,2026-08-25,2026-08-24,0.07116739334604028
General Mills,2026-08-26,2026-08-25,0.07544418210985004
General Mills,2026-08-27,2026-08-26,0.08005282730260577
General Mills,2026-08-28,2026-08-27,0.0694796149370076
Gilead Sciences,2026-07-16,2026-07-15,0.12005147005686634
Gilead Sciences,2026-07-17,2026-07-16,0.09921175609035748
Gilead Sciences,2026-07-18,2026-07-17,0.1325907855923667
Gilead Sciences,2026-07-19,2026-07-18,0.12945908092159075
Gilead Sciences,2026-07-20,2026-07-19,0.1494426867020915
Gilead Sciences,2026-07-21,2026-07-20,0.07027662748624952
Gilead Sciences,2026-07-22,2026-07-21,0.20833347765116528
Gilead Sciences,2026-07-23,2026-07-22,0.19378122926864594
Gilead Sciences,2026-07-24,2026-07-23,0.06642420410889194
Gilead Sciences,2026-07-25,2026-07-24,0.0674089151054994
Gilead Sciences,2026-07-26,2026-07-25,0.0687754399010907
Gilead Sciences,2026-07-27,2026-07-26,0.058112294028923595
Gilead Sciences,2026-07-28,2026-07-27,0.06492200421133865
Gilead Sciences,2026-07-29,2026-07-28,0.06422083766653253
Gilead Sciences,2026-07-30,2026-07-29,0.07146729768418436
Gilead Sciences,2026-07-31,2026-07-30,0.07060557264566214
Gilead Sciences,2026-08-01,2026-07-31,0.06479682642413476
Gilead Sciences,2026-08-02,2026-08-01,0.06702859253079918
Gilead Sciences,2026-08-03,2026-08-02,0.06376486719545349
Gilead Sciences,2026-08-04,2026-08-03,0.06561080485813797
Gilead Sciences,2026-08-05,2026-08-04,0.11056924563175152
Gilead Sciences,2026-08-06,2026-08-05,0.07043823679834016
Gilead Sciences,2026-08-07,2026-08-06,0.06221843122476456
Gilead Sciences,2026-08-08,2026-08-07,0.06638673288723629
Gilead Sciences,2026-08-09,2026-08-08,0.06279495587321549
Gilead Sciences,2026-08-10,2026-08-09,0.06416827444238116
Gilead Sciences,2026-08-11,2026-08-10,0.07687455619669581
Gilead Sciences,2026-08-12,2026-08-11,0.0666989973860419
Gilead Sciences,2026-08-13,2026-08-12,0.06281664284210686
Gilead Sciences,2026-08-14,2026-08-13,0.061707685020769065
Gilead Sciences,2026-08-15,2026-08-14,0.06257465055829858
Gilead Sciences,2026-08-16,2026-08-15,0.07605860985045698
Gilead Sciences,2026-08-17,2026-08-16,0.07073509106469933
Gilead Sciences,2026-08-18,2026-08-17,0.06835646871592915
Gilead Sciences,2026-08-20,2026-08-18,0.0619749985086544
Gilead Sciences,2026-08-21,2026-08-20,0.07451469341844319
Gilead Sciences,2026-08-22,2026-08-21,0.06996410758644678
Gilead Sciences,2026-08-23,2026-08-22,0.06895834632798381
Gilead Sciences,2026-08-24,2026-08-23,0.07352163552179747
Gilead Sciences,2026-08-25,2026-08-24,0.0663053254568341
Gilead Sciences,2026-08-26,2026-08-25,0.05490514422168924
Gilead Sciences,2026-08-27,2026-08-26,0.06511629559085441
Gilead Sciences,2026-08-28,2026-08-27,0.09225579972685949
Goldman Sachs,2026-07-16,2026-07-15,0.18179265292087043
Goldman Sachs,2026-07-17,2026-07-16,0.19473881247321412
Goldman Sachs,2026-07-18,2026-07-17,0.20673105408469084
Goldman Sachs,2026-07-19,2026-07-18,0.25383067253421854
Goldman Sachs,2026-07-20,2026-07-19,0.18517245410406113
Goldman Sachs,2026-07-21,2026-07-20,0.13937022189467363
Goldman Sachs,2026-07-22,2026-07-21,0.18419654985658662
Goldman Sachs,2026-07-23,2026-07-22,0.20139012844614312
Goldman Sachs,2026-07-24,2026-07-23,0.16696834097015856
Goldman Sachs,2026-07-25,2026-07-24,0.16617830840189096
Goldman Sachs,2026-07-26,2026-07-25,0.11480882836277218
Goldman Sachs,2026-07-27,2026-07-26,0.11698990224718264
Goldman Sachs,2026-07-28,2026-07-27,0.13562747691187038
Goldman Sachs,2026-07-29,2026-07-28,0.1453641750980339
Goldman Sachs,2026-07-30,2026-07-29,0.17494064205313342
Goldman Sachs,2026-07-31,2026-07-30,0.16021157683752307
Goldman Sachs,2026-08-01,2026-07-31,0.10995235158741734
Goldman Sachs,2026-08-02,2026-08-01,0.07848688340796628
Goldman Sachs,2026-08-03,2026-08-02,0.11148803957484754
Goldman Sachs,2026-08-04,2026-08-03,0.15887180081773122
Goldman Sachs,2026-08-05,2026-08-04,0.10184308460890923
Goldman Sachs,2026-08-06,2026-08-05,0.11500684588886567
Goldman Sachs,2026-08-07,2026-08-06,0.13247483131448368
Goldman Sachs,2026-08-08,2026-08-07,0.15643979343979186
Goldman Sachs,2026-08-09,2026-08-08,0.07257333754224782
Goldman Sachs,2026-08-10,2026-08-09,0.1319888318708835
Goldman Sachs,2026-08-11,2026-08-10,0.12138190020873996
Goldman Sachs,2026-08-12,2026-08-11,0.07074709846502714
Goldman Sachs,2026-08-13,2026-08-12,0.1764662433455042
Goldman Sachs,2026-08-14,2026-08-13,0.1313434336004381
Goldman Sachs,2026-08-15,2026-08-14,0.05990346535533353
Goldman Sachs,2026-08-16,2026-08-15,0.07420234435694828
Goldman Sachs,2026-08-17,2026-08-16,0.07544843158009795
Goldman Sachs,2026-08-18,2026-08-17,0.1372792027197388
Goldman Sachs,2026-08-20,2026-08-18,0.10418218046166183
Goldman Sachs,2026-08-21,2026-08-20,0.09379785462154155
Goldman Sachs,2026-08-22,2026-08-21,0.1769198269882334
Goldman Sachs,2026-08-23,2026-08-22,0.06545030436708443
Goldman Sachs,2026-08-24,2026-08-23,0.09281976159109973
Goldman Sachs,2026-08-25,2026-08-24,0.08909725074595742
Goldman Sachs,2026-08-26,2026-08-25,0.09644753905886594
Goldman Sachs,2026-08-27,2026-08-26,0.0721622158184475
Goldman Sachs,2026-08-28,2026-08-27,0.06971805974061218
Hewlett Packard Enterprise,2026-07-16,2026-07-15,0.14303822479354256
Hewlett Packard Enterprise,2026-07-17,2026-07-16,0.12910979453820148
Hewlett Packard Enterprise,2026-07-18,2026-07-17,0.11743418183331411
Hewlett Packard Enterprise,2026-07-19,2026-07-18,0.13650567296552263
Hewlett Packard Enterprise,2026-07-20,2026-07-19,0.1405639962454137
Hewlett Packard Enterprise,2026-07-21,2026-07-20,0.10255246139412788
Hewlett Packard Enterprise,2026-07-22,2026-07-21,0.17409172015350294
Hewlett Packard Enterprise,2026-07-23,2026-07-22,0.17379401868691868
Hewlett Packard Enterprise,2026-07-24,2026-07-23,0.06646758783794515
Hewlett Packard Enterprise,2026-07-25,2026-07-24,0.09144167867646835
Hewlett Packard Enterprise,2026-07-26,2026-07-25,0.07261321311401048
Hewlett Packard Enterprise,2026-07-27,2026-07-26,0.06415501109987398
Hewlett Packard Enterprise,2026-07-28,2026-07-27,0.08356731199590883
Hewlett Packard Enterprise,2026-07-29,2026-07-28,0.07631807076805375
Hewlett Packard Enterprise,2026-07-30,2026-07-29,0.0811584634549084
Hewlett Packard Enterprise,2026-07-31,2026-07-30,0.07816897753087326
Hewlett Packard Enterprise,2026-08-01,2026-07-31,0.0732978577713077
Hewlett Packard Enterprise,2026-08-02,2026-08-01,0.0678972067035073
Hewlett Packard Enterprise,2026-08-03,2026-08-02,0.07469369012384952
Hewlett Packard Enterprise,2026-08-04,2026-08-03,0.10043324826284716
Hewlett Packard Enterprise,2026-08-05,2026-08-04,0.08253267000564579
Hewlett Packard Enterprise,2026-08-06,2026-08-05,0.07613944178902854
Hewlett Packard Enterprise,2026-08-07,2026-08-06,0.06831602348677401
Hewlett Packard Enterprise,2026-08-08,2026-08-07,0.06184486133245293
Hewlett Packard Enterprise,2026-08-09,2026-08-08,0.06424446187423016
Hewlett Packard Enterprise,2026-08-10,2026-08-09,0.11460324293319302
Hewlett Packard Enterprise,2026-08-11,2026-08-10,0.07151467161843184
Hewlett Packard Enterprise,2026-08-12,2026-08-11,0.05970822671745668
Hewlett Packard Enterprise,2026-08-13,2026-08-12,0.0804367758810276
Hewlett Packard Enterprise,2026-08-14,2026-08-13,0.08360879225615636
Hewlett Packard Enterprise,2026-08-15,2026-08-14,0.07105443847403003
Hewlett Packard Enterprise,2026-08-16,2026-08-15,0.06101493453774476
Hewlett Packard Enterprise,2026-08-17,2026-08-16,0.06450629416172216
Hewlett Packard Enterprise,2026-08-18,2026-08-17,0.06537799157740565
Hewlett Packard Enterprise,2026-08-20,2026-08-18,0.08606272726962994
Hewlett Packard Enterprise,2026-08-21,2026-08-20,0.06727055692733097
Hewlett Packard Enterprise,2026-08-22,2026-08-21,0.08469149604680304
Hewlett Packard Enterprise,2026-08-23,2026-08-22,0.09102644191785425
Hewlett Packard Enterprise,2026-08-24,2026-08-23,0.06775871705141889
Hewlett Packard Enterprise,2026-08-25,2026-08-24,0.06119676481707992
Hewlett Packard Enterprise,2026-08-26,2026-08-25,0.07248547343266198
Hewlett Packard Enterprise,2026-08-27,2026-08-26,0.06472007856670858
Hewlett Packard Enterprise,2026-08-28,2026-08-27,0.0646832376935006
International Flavors & Fragrances,2026-07-16,2026-07-15,0.1298263977785873
International Flavors & Fragrances,2026-07-17,2026-07-16,0.12134678722854741
International Flavors & Fragrances,2026-07-18,2026-07-17,0.14379122113462073
International Flavors & Fragrances,2026-07-19,2026-07-18,0.15717423539538877
International Flavors & Fragrances,2026-07-20,2026-07-19,0.1442997489717397
International Flavors & Fragrances,2026-07-21,2026-07-20,0.11364396757496698
International Flavors & Fragrances,2026-07-22,2026-07-21,0.19385375443415287
International Flavors & Fragrances,2026-07-23,2026-07-22,0.17151384224477917
International Flavors & Fragrances,2026-07-24,2026-07-23,0.07278075133515849
International Flavors & Fragrances,2026-07-25,2026-07-24,0.07502034682674585
International Flavors & Fragrances,2026-07-26,2026-07-25,0.06400818517295914
International Flavors & Fragrances,2026-07-27,2026-07-26,0.07244769863888889
International Flavors & Fragrances,2026-07-28,2026-07-27,0.10682241685996396
International Flavors & Fragrances,2026-07-29,2026-07-28,0.07098044617585708
International Flavors & Fragrances,2026-07-30,2026-07-29,0.06486467197432033
International Flavors & Fragrances,2026-07-31,2026-07-30,0.06883327593140998
International Flavors & Fragrances,2026-08-01,2026-07-31,0.08165120373000434
International Flavors & Fragrances,2026-08-02,2026-08-01,0.0706779648080933
International Flavors & Fragrances,2026-08-03,2026-08-02,0.08745751973387716
International Flavors & Fragrances,2026-08-04,2026-08-03,0.0845049299325874
International Flavors & Fragrances,2026-08-05,2026-08-04,0.12233624711440749
International Flavors & Fragrances,2026-08-06,2026-08-05,0.0791918920327761
International Flavors & Fragrances,2026-08-07,2026-08-06,0.08524309408001374
International Flavors & Fragrances,2026-08-08,2026-08-07,0.09580496414123563
International Flavors & Fragrances,2026-08-09,2026-08-08,0.0698527094489545
International Flavors & Fragrances,2026-08-10,2026-08-09,0.07483399910503086
International Flavors & Fragrances,2026-08-11,2026-08-10,0.07323092405055309
International Flavors & Fragrances,2026-08-12,2026-08-11,0.06833357653148897
International Flavors & Fragrances,2026-08-13,2026-08-12,0.08961328037257243
International Flavors & Fragrances,2026-08-14,2026-08-13,0.07116018567448523
International Flavors & Fragrances,2026-08-15,2026-08-14,0.07733293743138614
International Flavors & Fragrances,2026-08-16,2026-08-15,0.06651820689916332
International Flavors & Fragrances,2026-08-17,2026-08-16,0.0752614172806575
International Flavors & Fragrances,2026-08-18,2026-08-17,0.08244031880891423
International Flavors & Fragrances,2026-08-20,2026-08-18,0.11402706395351292
International Flavors & Fragrances,2026-08-21,2026-08-20,0.06946004975043396
International Flavors & Fragrances,2026-08-22,2026-08-21,0.06481058529793382
International Flavors & Fragrances,2026-08-23,2026-08-22,0.06430217888011835
International Flavors & Fragrances,2026-08-24,2026-08-23,0.06580751709256616
International Flavors & Fragrances,2026-08-25,2026-08-24,0.07309082007383172
International Flavors & Fragrances,2026-08-26,2026-08-25,0.07624503396856197
International Flavors & Fragrances,2026-08-27,2026-08-26,0.08221180546716755
International Flavors & Fragrances,2026-08-28,2026-08-27,0.06863352760010633
International Paper,2026-07-16,2026-07-15,0.13656284423822806
International Paper,2026-07-17,2026-07-16,0.1143145026711877
International Paper,2026-07-18,2026-07-17,0.17461108052920926
International Paper,2026-07-19,2026-07-18,0.11615461097252955
International Paper,2026-07-20,2026-07-19,0.14188225237466867
International Paper,2026-07-21,2026-07-20,0.06780798274963573
International Paper,2026-07-22,2026-07-21,0.2516948106812994
International Paper,2026-07-23,2026-07-22,0.2701572586161537
International Paper,2026-07-24,2026-07-23,0.08125289826378124
International Paper,2026-07-25,2026-07-24,0.08916704845420209
International Paper,2026-07-26,2026-07-25,0.08515401705744119
International Paper,2026-07-27,2026-07-26,0.06892071175548742
International Paper,2026-07-28,2026-07-27,0.11452147052803452
International Paper,2026-07-29,2026-07-28,0.10417040833192259
International Paper,2026-07-30,2026-07-29,0.07663892017478469
International Paper,2026-07-31,2026-07-30,0.10333455585680318
International Paper,2026-08-01,2026-07-31,0.10275073909758536
International Paper,2026-08-02,2026-08-01,0.07655151621240353
International Paper,2026-08-03,2026-08-02,0.09349201387258976
International Paper,2026-08-04,2026-08-03,0.11168270824367355
International Paper,2026-08-05,2026-08-04,0.07350376704052897
International Paper,2026-08-06,2026-08-05,0.07383650932566654
International Paper,2026-08-07,2026-08-06,0.0796138906164221
International Paper,2026-08-08,2026-08-07,0.09976519934003492
International Paper,2026-08-09,2026-08-08,0.0857815134932568
International Paper,2026-08-10,2026-08-09,0.07843794032538709
International Paper,2026-08-11,2026-08-10,0.08642434174255531
International Paper,2026-08-12,2026-08-11,0.0811674066026642
International Paper,2026-08-13,2026-08-12,0.07445189400704055
International Paper,2026-08-14,2026-08-13,0.06425661451237363
International Paper,2026-08-15,2026-08-14,0.06981178466895976
International Paper,2026-08-16,2026-08-15,0.06994848000366238
International Paper,2026-08-17,2026-08-16,0.07753553359968646
International Paper,2026-08-18,2026-08-17,0.07349736766788606
International Paper,2026-08-20,2026-08-18,0.06874014708085463
International Paper,2026-08-21,2026-08-20,0.06423177721984463
International Paper,2026-08-22,2026-08-21,0.082412386112376
International Paper,2026-08-23,2026-08-22,0.06749812626663532
International Paper,2026-08-24,2026-08-23,0.08933859414078205
International Paper,2026-08-25,2026-08-24,0.06923860044281815
International Paper,2026-08-26,2026-08-25,0.07725988811735462
International Paper,2026-08-27,2026-08-26,0.06991690103656367
International Paper,2026-08-28,2026-08-27,0.07337239463479894
Iron Mountain,2026-07-16,2026-07-15,0.10982134964527124
Iron Mountain,2026-07-17,2026-07-16,0.1583241638646321
Iron Mountain,2026-07-18,2026-07-17,0.14193207587359769
Iron Mountain,2026-07-19,2026-07-18,0.11559610131765019
